0	0	0.22313
0	0.0625	0.425084
0	0.125	0.450735
0	0.1875	0.266011
0	0.25	0.087379
0	0.3125	0.0159752
0	0.375	0.00162561
0	0.4375	9.20693e-05
0	0.5	2.90233e-06
0	0.5625	5.09315e-08
0	0.625	5.00188e-10
0	0.6875	3.11572e-12
0	0.75	3.49866e-14
0	0.8125	8.10809e-16
0	0.875	1.08615e-17
0	0.9375	6.76104e-20
0.0625	0	0.425084
0.0625	0.0625	0.809825
0.0625	0.125	0.858693
0.0625	0.1875	0.506775
0.0625	0.25	0.166465
0.0625	0.3125	0.0304342
0.0625	0.375	0.00309693
0.0625	0.4375	0.000175404
0.0625	0.5	5.53406e-06
0.0625	0.5625	1.00305e-07
0.0625	0.625	1.9677e-09
0.0625	0.6875	1.49865e-10
0.0625	0.75	9.41263e-12
0.0625	0.8125	2.79393e-13
0.0625	0.875	3.8025e-15
0.0625	0.9375	2.36954e-17
0.125	0	0.450735
0.125	0.0625	0.858693
0.125	0.125	0.91051
0.125	0.1875	0.537356
0.125	0.25	0.17651
0.125	0.3125	0.0322708
0.125	0.375	0.00328398
0.125	0.4375	0.000186514
0.125	0.5	6.644e-06
0.125	0.5625	6.31417e-07
0.125	0.625	1.64742e-07
0.125	0.6875	2.32284e-08
0.125	0.75	1.50799e-09
0.125	0.8125	4.48309e-11
0.125	0.875	6.10194e-13
0.125	0.9375	3.80247e-15
0.1875	0	0.266011
0.1875	0.0625	0.506775
0.1875	0.125	0.537356
0.1875	0.1875	0.317132
0.1875	0.25	0.104171
0.1875	0.3125	0.019047
0.1875	0.375	0.00195004
0.1875	0.4375	0.000148596
0.1875	0.5	6.0851e-05
0.1875	0.5625	3.88933e-05
0.1875	0.625	1.20304e-05
0.1875	0.6875	1.70619e-06
0.1875	0.75	1.1079e-07
0.1875	0.8125	3.29371e-09
0.1875	0.875	4.48308e-11
0.1875	0.9375	2.79367e-13
0.25	0	0.087379
0.25	0.0625	0.166465
0.25	0.125	0.17651
0.25	0.1875	0.104171
0.25	0.25	0.0342218
0.25	0.3125	0.00631336
0.25	0.375	0.00104124
0.25	0.4375	0.00134227
0.25	0.5	0.00193159
0.25	0.5625	0.00130623
0.25	0.625	0.000404645
0.25	0.6875	5.73909e-05
0.25	0.75	3.72665e-06
0.25	0.8125	1.1079e-07
0.25	0.875	1.50797e-09
0.25	0.9375	9.39705e-12
0.3125	0	0.0159752
0.3125	0.0625	0.0304342
0.3125	0.125	0.0322708
0.3125	0.1875	0.019047
0.3125	0.25	0.00631336
0.3125	0.3125	0.00202758
0.3125	0.375	0.00634797
0.3125	0.4375	0.0201224
0.3125	0.5	0.0297294
0.3125	0.5625	0.0201158
0.3125	0.625	0.00623158
0.3125	0.6875	0.000883826
0.3125	0.75	5.73909e-05
0.3125	0.8125	1.70619e-06
0.3125	0.875	2.32229e-08
0.3125	0.9375	1.44716e-10
0.375	0	0.00162561
0.375	0.0625	0.00309693
0.375	0.125	0.00328398
0.375	0.1875	0.00195004
0.375	0.25	0.00104124
0.375	0.3125	0.00634797
0.375	0.375	0.0439488
0.375	0.4375	0.141831
0.375	0.5	0.209611
0.375	0.5625	0.14183
0.375	0.625	0.0439369
0.375	0.6875	0.00623158
0.375	0.75	0.000404645
0.375	0.8125	1.20298e-05
0.375	0.875	1.63738e-07
0.375	0.9375	1.02035e-09
0.4375	0	9.20693e-05
0.4375	0.0625	0.000175404
0.4375	0.125	0.000186514
0.4375	0.1875	0.000148596
0.4375	0.25	0.00134227
0.4375	0.3125	0.0201224
0.4375	0.375	0.141831
0.4375	0.4375	0.457833
0.4375	0.5	0.676634
0.4375	0.5625	0.457833
0.4375	0.625	0.14183
0.4375	0.6875	0.0201158
0.4375	0.75	0.00130621
0.4375	0.8125	3.88326e-05
0.4375	0.875	5.28552e-07
0.4375	0.9375	3.29371e-09
0.5	0	2.90233e-06
0.5	0.0625	5.53406e-06
0.5	0.125	6.644e-06
0.5	0.1875	6.0851e-05
0.5	0.25	0.00193159
0.5	0.3125	0.0297294
0.5	0.375	0.209611
0.5	0.4375	0.676634
0.5	0.5	1
0.5	0.5625	0.676634
0.5	0.625	0.209611
0.5	0.6875	0.0297292
0.5	0.75	0.00193045
0.5	0.8125	5.73909e-05
0.5	0.875	7.81149e-07
0.5	0.9375	4.86779e-09
0.5625	0	5.09315e-08
0.5625	0.0625	1.00305e-07
0.5625	0.125	6.31417e-07
0.5625	0.1875	3.88933e-05
0.5625	0.25	0.00130623
0.5625	0.3125	0.0201158
0.5625	0.375	0.14183
0.5625	0.4375	0.457833
0.5625	0.5	0.676634
0.5625	0.5625	0.457833
0.5625	0.625	0.14183
0.5625	0.6875	0.0201158
0.5625	0.75	0.00130621
0.5625	0.8125	3.88326e-05
0.5625	0.875	5.28552e-07
0.5625	0.9375	3.29371e-09
0.625	0	5.00188e-10
0.625	0.0625	1.9677e-09
0.625	0.125	1.64742e-07
0.625	0.1875	1.20304e-05
0.625	0.25	0.000404645
0.625	0.3125	0.00623158
0.625	0.375	0.0439369
0.625	0.4375	0.14183
0.625	0.5	0.209611
0.625	0.5625	0.14183
0.625	0.625	0.0439369
0.625	0.6875	0.00623158
0.625	0.75	0.000404645
0.625	0.8125	1.20298e-05
0.625	0.875	1.63738e-07
0.625	0.9375	1.02035e-09
0.6875	0	3.11572e-12
0.6875	0.0625	1.49865e-10
0.6875	0.125	2.32284e-08
0.6875	0.1875	1.70619e-06
0.6875	0.25	5.73909e-05
0.6875	0.3125	0.000883826
0.6875	0.375	0.00623158
0.6875	0.4375	0.0201158
0.6875	0.5	0.0297292
0.6875	0.5625	0.0201158
0.6875	0.625	0.00623158
0.6875	0.6875	0.000883826
0.6875	0.75	5.73909e-05
0.6875	0.8125	1.70619e-06
0.6875	0.875	2.32229e-08
0.6875	0.9375	1.44716e-10
0.75	0	3.49866e-14
0.75	0.0625	9.41263e-12
0.75	0.125	1.50799e-09
0.75	0.1875	1.1079e-07
0.75	0.25	3.72665e-06
0.75	0.3125	5.73909e-05
0.75	0.375	0.000404645
0.75	0.4375	0.00130621
0.75	0.5	0.00193045
0.75	0.5625	0.00130621
0.75	0.625	0.000404645
0.75	0.6875	5.73909e-05
0.75	0.75	3.72665e-06
0.75	0.8125	1.1079e-07
0.75	0.875	1.50797e-09
0.75	0.9375	9.39705e-12
0.8125	0	8.10809e-16
0.8125	0.0625	2.79393e-13
0.8125	0.125	4.48309e-11
0.8125	0.1875	3.29371e-09
0.8125	0.25	1.1079e-07
0.8125	0.3125	1.70619e-06
0.8125	0.375	1.20298e-05
0.8125	0.4375	3.88326e-05
0.8125	0.5	5.73909e-05
0.8125	0.5625	3.88326e-05
0.8125	0.625	1.20298e-05
0.8125	0.6875	1.70619e-06
0.8125	0.75	1.1079e-07
0.8125	0.8125	3.29371e-09
0.8125	0.875	4.48308e-11
0.8125	0.9375	2.79367e-13
0.875	0	1.08615e-17
0.875	0.0625	3.8025e-15
0.875	0.125	6.10194e-13
0.875	0.1875	4.48308e-11
0.875	0.25	1.50797e-09
0.875	0.3125	2.32229e-08
0.875	0.375	1.63738e-07
0.875	0.4375	5.28552e-07
0.875	0.5	7.81149e-07
0.875	0.5625	5.28552e-07
0.875	0.625	1.63738e-07
0.875	0.6875	2.32229e-08
0.875	0.75	1.50797e-09
0.875	0.8125	4.48308e-11
0.875	0.875	6.10194e-13
0.875	0.9375	3.80247e-15
0.9375	0	6.76104e-20
0.9375	0.0625	2.36954e-17
0.9375	0.125	3.80247e-15
0.9375	0.1875	2.79367e-13
0.9375	0.25	9.39705e-12
0.9375	0.3125	1.44716e-10
0.9375	0.375	1.02035e-09
0.9375	0.4375	3.29371e-09
0.9375	0.5	4.86779e-09
0.9375	0.5625	3.29371e-09
0.9375	0.625	1.02035e-09
0.9375	0.6875	1.44716e-10
0.9375	0.75	9.39705e-12
0.9375	0.8125	2.79367e-13
0.9375	0.875	3.80247e-15
0.9375	0.9375	2.36954e-17
